"","AC001A","AC002A","AC004A","AC013A","AC014A","AC014B","AC014C","AC017A","AC018A","AC019A","AC022A","AC025A","AC028A","AC029A","AC030A","AC034A","AC035A","AC039A","AC042A","AC044A","AC046A","AC048A","AC9964","AC9965","AC9968","AC9969","AC9975","AC9996","AM001A","AM001B","AM001D","AS001A","AS003A","AT001A","AU001C","AU002A","AU003B","AU003D","AU004A","AU004B","AU004C","AU004D","AU005A","AU005B","AU005D","AU005E","AU005J","AU005L","AU009A","AU009B","AU010A","AU010B","AU014A","AU022A","AU023A","AU9983","AU9984","AU9987","AU9988","BR001A","BR003A","BR004A","BR005A","BR006A","BR9997","CA018A","CC001A","CM004A","CM010A","CM013A","CM014A","CM015A","CM015B","CM017A","CM020A","CM031A","CM031C","CM038A","CM048A","CM050A","CM051A","CM052A","CM101B","CM9989","CM9995","CO001A","CO001B","CY001A","CY002A","CY003A","CY004A","CY007A","CY010A","CY013A","CY9991","DE001A","DT002A","DT003A","DT004B","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU009A","EU009C","EU011A","EU013A","EU014A","EU015A","EU016A","EU017A","EU019A","EU020A","EU021A","EU022A","EU025A","EU027A","EU028A","EU028B","EU031A","EU034A","EU039A","EU040A","EU046C","EU047A","EU048A","EU049A","EU049B","EU051A","EU051B","EU056A","EU057A","EU058A","EU9961","EU9962","EU9965","EU9969","FR001A","FR001B","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR008A","FR009F","FR010A","FR011A","FR015A","FR018A","FR9991","FU002A","FU002B","FU002F","GO003A","GO004A","GO006C","GO013A","GO023A","GO025B","GO025F","GY005A","HN001A","ME019A","NA002A","NA003A","NA003B","NA005A","NA005B","NA006A","NA006B","NA007A","NA008A","NA013A","NA014A","NA015A","NA016A","NA032A","NA033A","NA037A","NA038A","NA042A","NA043A","NA044A","NA045A","NA046A","NA048A","NA063A","NA068A","NA084A","NA086A","NA099A","NA101A","NA102A","NA112D","NA113A","NA114A","NA115A","NA129A","NA133A","NA135A","NA140A","NA149A","NA151A","NA156A","NA158A","NA160A","NA167A","NA170A","NA9904","NA9919","NA9955","NA9963","NA9964","NE003A","NE003B","NE003C","NE004A","NE012A","NE020A","NE023A","NI002A","NI005A","NI008A","NI009A","NI009B","NI017A","NI021A","NI026A","NI027A","NI152A","NI9984","OP001A","PE002A","PI005A","PI007A","PI011A","PI014A","PI015A","PI016A","PI018A","PI018B","PI022B","PI023A","PI055A","PI056A","PI139A","PI164A","RH006B","SA001A","SA001B","SA006A","SA042A","SE001A","SP002A","ST004A","ST010A","SU002A","SU004A","SU005A","SU006A","SY002A","SY003A","SY004A","SY009A","SY010A","SY013A","SY043A","TA001A","TA002A","TA003A","TA004A","TA9996"
"DUL1",0,0,0,1.09,0,0.91,0.54,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0.18,0.36,0,0,0,0.54,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,7.26,0.18,0,0,0,1.09,8.89,0,0,0,0,0,0,0,2.18,0,0,0,1.82,0,0,0,0,1.45,0,0.36,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.54,0,0,0,0,0.91,0.91,0,1.45,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0,5.45,1.82,0,0.18,0.18,0,0.91,5.63,0,0,0,0,0,0,0,0,0,0,7.8,0,0.18,0,0,0,0,0,0,0.73,3.09,0.91,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,0,1.45,1.63,0,0,0.36,0,0.36,0,0.54,1.09,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.18,0,0,6.72,0.18,0.18,0.36,0,0,0,0,2.54,0,0,0,0,0.54,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.54,0,0.73,0,0,0,0,0,0,0,0.18,0,0,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.73,0,0,0.54,0
"ENO1",0,0,0,0,0,0,0.17,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.35,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.35,0.52,0,0,6.76,0.17,0,0,0,3.29,0,0.52,0,0,4.33,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0.52,0,0.17,1.21,0,1.39,0,2.77,0.17,0.17,0,1.39,0,0,0,0,1.39,0,1.39,0,0,0,0.35,0,5.03,0.69,0,0,0.17,0,0,0,1.73,2.25,0,1.04,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,1.73,0.69,5.55,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0.17,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.52,0,5.2,0,0,0,0,0,0,0.35,1.39,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.17,0,2.08,0,0,0.17,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0,0,2.08,0,5.03,18.54,0
"EUN1",0,0,0,0.21,0,1.03,0,0,0,0,23.25,0,0.21,0,0,0,0,0,0,0,0.82,0.62,0,0,40.53,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.21,0,1.44,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0.21,0,0,0.41,0,0.21,0.62,0,0.21,0.21,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,1.03,0.62,0.21,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.21,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0.21,0,0,0,0,1.24,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,1.03,0,0,0,0,0,0,0,0,0,0,0.21,0
"FHI1",0,0,0,0,0,0,0.21,0,0,0,10.19,0,0,0,0,0,0,0,0,0,0.83,0,0,0,1.87,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,2.49,3.33,0,0,1.87,0,0,0,0,0.21,0,20.58,0,0,0.62,0,0.21,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.04,0,0,0,0,0,1.04,0,0.21,0,1.04,9.36,0,0.62,0,0,0,0,0.21,0,0,0,0,0,0.42,0,0,6.45,1.04,0,0,0.21,0,0,0.42,0,2.49,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,2.08,1.04,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0.42,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0.83,0,0,0.21,0,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0.21,0,0.83,0,0,0,0,0,0,0,1.25,0,4.99,0,0
"FINL1",0,4.31,0,6.64,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.18,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.79,0,0,0,0.36,0.9,0,2.33,0,0,0.9,0,0,0,0,0.18,0,0,0.9,0,0,0,0,0,0.72,0,0,0,0.18,0,0,1.26,0,0,0,0,0.18,2.51,0,0.72,0,0,1.79,2.51,0,1.44,0,0,0,0.18,0.72,0,0.36,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0.54,0,0.18,0.36,0.18,0,0,0,0,0,0,0,0,0,0.18,0,14.36,0,0.18,0,0,0.72,0,0,0,0,0.18,3.23,2.15,0.18,0.54,0.18,0,0,0,0,0,0,0,0.72,0,0.72,0.36,0,0,0,0,0,0,0.36,0,0,0.36,0,0.54,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.36,0,0,0,0,6.46,0,0,0.18,0,0.18,0,0,0,0.54,0.54,0,0,0,0,0,0,0.36,0.18,0,0,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0.18,0,10.41,0,0,0,0.36
"FLE1",0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,1.49,0,0,0,1.99,0,0,0,0,2.48,0,0,0,0,0.74,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.74,0,0,0,0,0.25,0.74,0,0,1.24,0,0,0.5,0,1.99,0,0.25,0.5,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,22.33,1.49,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,2.73,1.49,9.18,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0.25,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,2.73,23.57,0
"GARN1",0,0,0.34,7.37,0,0.11,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.11,1,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,8.04,0,0,0,0.67,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,65.85,0.22,0,0,0,0,0.22,0,0.11,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0.34,0,0,0,0,0,0,0,0,0,0,4.24,0.22,0,0,0,0,0,0,0,0,0,0.45,0.34,0.11,0,0,0,0,0,0,0,0,0,0,0,0.78,0.34,0,0.22,0.22,0,0,0,0,0,0,0.34,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.11,0,0,0,0.11,0,0,0,0.11,0.67,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.22,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
"GEIR1",0,0,0,28.48,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.31,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,1.05,0.42,0,1.27,0,0,0,0,0,0.21,0,0,0,0,0,0,1.48,0,0,0,0,0,0.21,0,0,0,0,0,0.21,0,0.42,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,1.27,1.69,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.84,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.21,0.42,0,0.42,0,0,0,0,0,0.63,0,0,0,0
"GLAS1",0,0,0,10.83,0.39,0,0.59,0,0,0,0.79,0,0.2,0,0,0.59,0,0,21.65,0,5.91,5.32,0,1.97,0,0,0,11.22,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.39,0,11.81,0.2,0,0,2.36,0,2.16,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0.2,1.58,0,0,0,0,0,0.98,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLYN1",0,0,0,0,0,0.21,0,0,0,0,16.14,0,0,0,0,0,0,0,0,0,0.21,0.21,0,0,0,0.21,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0,0,0,0,6.08,0,0.63,0,0,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,2.93,0,2.72,0,0,0.21,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0.21,0,2.72,1.05,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,1.05,1.89,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.21,0,0,0,7.97,2.1,0.42,0,0,0,0,0,0,0.63,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.21,0,0.42,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.21,0,0,0,0,0,0,0,11.95,0.21,0,14.89,0
"GOD1",0,0,0.32,2.58,0,0,0,0,0,0,0.81,0,0,0.16,0,0,0,0,0,0,0.64,0,0,0,0,0.64,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,5.97,0,0,0,2.1,0,0,0,0.16,4.03,0,0,0,0,0.16,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.64,0,0,0,0,0.16,0.16,0,0,0,0,0.16,0.64,0,1.93,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.32,0.48,0,51.13,0,0,0,0,0,0,0,2.26,0,0,1.61,0.64,0.16,0.32,0.16,0,0,0,0,0,0,0,0,0,0.81,0,0,1.13,0.16,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.16,0,2.9,0.16,0.16,0.32,0,0,0,2.26,2.26,0,0,0,0,0,0,0,0,0.16,1.29,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0,0.32,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
"GREENT1",0,0,0,1.4,0,0,0.4,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,1.7,0,1.7,0.2,0,0,3,0,0,0,0,3,0,4.9,0,0,1,0.3,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.6,0,0,0,0,0.4,1.6,0.3,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,8.3,3.3,0.4,0.4,0,0.3,0.6,0.4,0,0,0,0,0.3,0,0,0,0,0,2.9,0,0.3,0,0,0,0,0,0,2.3,4.3,3.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,18.7,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0.1,1.9,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,2.2,0,0,0.1,0,0,0.1,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.1,1.1,0,0,0,0,0,0,0,0.5,0,0,4.2,0
"GULSPET1",0,0,0,0.2,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.4,0,0,0,3.99,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,2.2,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,6.79,0.8,2.2,0,0.6,0,0,0,0,0,0,0,0,0.2,0.6,0,0.4,0,0,0,0,2.6,4.59,0,0,0.2,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,3.99,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,5.79,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,9.38,0,0,0,0,0,0,0.4,0,0,0,0.6,2.79,0,0,0,0.2,0,8.18,0,0,0,0,0,1,0,1.8,0,4.39,1,0
"GWYN1",0,0,0,44.69,0,0.2,0.2,0,0,0,0.41,0.2,0,0.2,0.2,0,0,0,0.82,0,0,0,0.2,0,0,1.22,0,1.22,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0.82,0,0,0,5.51,0,0,0,0,0,0,0,0.61,0,0,1.22,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.2,0,1.43,0,0.2,0,0,0.41,0.41,0,0,0,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,1.22,0,0.2,0,0.2,0,0,0.41,0,0.2,0,0,0,0,0,0,0,0.41,1.84,0,1.63,0,0,0,0,0,0,0,0,1.02,0,0.41,0.82,0.2,0,0,0.2,0,0,0,0,0,0,0.61,0,0,0,0.82,0.61,0,0,0,0,0,0,0.2,0,0,0.61,0,0,0,0.82,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.61,0.2,0,0,0,0,0,0,0,0.41,0.2,0.2,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,2.86,0,0,0,0
"GYN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.62,0,0,0,0.62,0,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.21,0,0,0,0,0.42,0.21,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0.62,0,0,0.83,0,0,0,0,0.21,0,1.04,0,0,0,0,0,0,41.37,0,0,0,0,0,0,0,0,0,0.42,3.53,6.45,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0,0,0.42,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.66,0,0,0,0,0,0,0.62,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.42,0,0,0,0.21,0,0.42,0,0,0,0,0,0,1.46,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,0,0,4.37,0
"HARR1",0,0,0,4.79,0,0.18,0.18,0,0,0,4.08,0,0,0.89,0,0,0,0,0,0,0.53,0,0,0,0.89,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0,0,0,0,0,0,11.52,0,0,0,2.31,0,0,0,0,2.66,0,2.31,0,0,1.6,0.18,0,0,0,1.95,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,1.95,0,0.18,0.18,0,2.13,2.66,0,0.35,0.53,0,1.24,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0.89,0.35,0.18,0.35,0.35,0.53,0,0,0.71,0,0.18,0,0,0,0,0,0,1.42,0,0,0,0,0.53,0,0,0,0.18,1.42,7.09,2.84,0,0.35,0,0,0,0,0,0,0,0,0,0.18,0.53,0,0,1.24,0,0,0,0,0.35,0,0,0.71,0.53,0.71,0,0,0,0,0.18,0.18,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0.71,0,0,4.61,0.35,0,1.06,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,1.24,0,0,0,0,0,1.06,0,0,0,0,6.91,0,0.35,1.24,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,2.48,0,0,0.18,0
"HIR1",0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,1.17,0,0,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,1.75,1.56,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0.39,0,0,0.19,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0.39,0.19,0.58,0.78,0,0.58,0,0,0.19,0,0,0,0.58,0,0.39,0.97,0,9.53,0.39,0,0,0,0,0,0,0,0,1.17,5.25,4.28,0,0.58,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,2.53,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.39,0,0,0,6.23,4.67,0,0,0,0,0,0.39,5.64,0.19,0,0,0,0.39,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0.58,0,0.19,0,0.78,0,1.17,0,0,0,0,0,0,0.39,0.58,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,1.36,0,0,3.7,0
"HOLET1",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0.8,0,0.6,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,1.8,0,4.2,0,0,0.4,0,1.4,0,0,0.2,0,0.8,6.2,0,0,0,0,0,0,0,5.8,3.4,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1.8,2,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,1.6,0,0,0.8,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0.2,0,2.6,0,0,0,0,0,0,0,0.2,0,0,1.4,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1.8,0,16,1.6,0
"HOLMEV1",0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,6.2,0,0,2.56,0,0,0,0,0,0,0.37,0,0,0.18,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.18,1.46,0.18,0.37,0,0.73,0.55,0,0.18,0.37,0,0,0,0,0,0,0,0,0,0.18,0,0,6.02,4.38,0,0,0.37,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,2.56,18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,1.64,0,0,4.01,0,0,7.3,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0.18,0,0.18,0,0,0,0.18,0,0,0.37,0,0,0,0,0,0,0,1.64,0.37,0,0,0,0,0,0.73,0,0,0,0,0,0,0,15.33,0,2.01,1.64,0
